,PE1,PE2,PE3,PE4
E,0.45931367423648206,0.854359445102026,2.4693242703651928,7.950430125161575
E_high,0.5861023904242666,1.423490785532313,5.803641182049846,12.581177755928415
E_low,0.36119731291293905,0.515372479746482,1.0671331244923925,5.007527707523226
GF,0.0022496109828675664,0.0007169892839069388,0.00048714137081507875,7.5448304605853795e-06
GF+,0.00012223582840262866,9.329951235403336e-05,0.00014401896608265175,9.837586503936157e-07
GF-,8.68081007633398e-05,6.364012978105115e-05,8.363676914069633e-05,6.089555424148017e-07
