,PE1,PE2,PE3,PE4
E,0.45931367423648206,0.854359445102026,2.514146757352814,6.641491558765202
E_high,0.588273904480234,1.4221334455796117,5.861970663649293,10.437341423451176
E_low,0.36200761772125184,0.5153445622954819,1.0817957857113776,4.220862322844621
GF,0.002209843626660993,0.0007229209204374963,0.00048056361125581385,5.1378789334747096e-06
GF+,0.00011703106464218144,9.433030474381297e-05,0.0001444900573658563,6.456076218174611e-07
GF-,8.41291095489932e-05,6.41728677725354e-05,8.254576830816682e-05,4.077522099072141e-07
